Nombre,Editorial,Año,Suma de Ventas Millones
Need for Speed: Hot Pursuit,Electronic Arts,2010,5.88
Need for Speed: Hot Pursuit 2,Electronic Arts,2002,3.7099999999999995
Need for Speed: Most Wanted,Electronic Arts,2005,8.09
Need for Speed: Most Wanted,Electronic Arts,2012,5.71
Need for Speed: Most Wanted,Electronic Arts,2013,0.28
Need for Speed: Most Wanted 5-1-0,Electronic Arts,2005,2.1
Need for Speed: Nitro,Electronic Arts,2009,1.2400000000000002
Need for Speed: Porsche Unleashed,Electronic Arts,1999,0.77
Need for Speed: Porsche Unleashed,Zoo Digital Publishing,2004,0.49
Need for Speed: ProStreet,Electronic Arts,2007,7.840000000000001
Need for Speed: ProStreet,Electronic Arts,2008,0.78
Need for Speed: Shift,Electronic Arts,2009,5.42
Need for Speed: Shift 2 Unleashed,Electronic Arts,2011,1.3200000000000003
Need for Speed: The Run,Electronic Arts,2011,4.27
Need For Speed: Undercover,Electronic Arts,2008,6.940000000000002
Need for Speed: V-Rally,Infogrames,1997,0.8699999999999999
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,Konami Digital Entertainment,2006,0.04
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,Marvelous Interactive,2007,0.02
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",Marvelous Interactive,2006,0.04
Negima!? Dream Tactic Yumemiru Otome Princess,Konami Digital Entertainment,2007,0.03
Neighborhood Games,THQ,2009,0.2
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,Arc System Works,2013,0.03
Nendoroid Generation,Namco Bandai Games,2012,0.06
Neo Angelique,Tecmo Koei,2006,0.02
Neo Angelique Special,Tecmo Koei,2008,0.01
Neo Atlas,ArtDink,1998,0.09999999999999999
Neo Contra,Konami Digital Entertainment,2004,0.21000000000000002
NeoGeo Battle Coliseum,Ignition Entertainment,2005,0.33
Neon Genesis Evangelion,Namco Bandai Games,1999,0.06
Neon Genesis Evangelion,Sega,1996,0.44
Neon Genesis Evangelion 2nd Impression,Sega,1997,0.42
Neopets Petpet Adventures: The Wand of Wishing,Sony Computer Entertainment,2006,0.12
Neopets Puzzle Adventure,Capcom,2008,0.51
Neopets: The Darkest Faerie,Sony Computer Entertainment,2005,0.31
Nep League DS,Jaleco,2007,0.18
NERF N-Strike,Electronic Arts,2008,1.1
NERF N-Strike Elite,Electronic Arts,2009,1
NERF N-Strike: Double Blast Bundle,Electronic Arts,2010,0.09
Nervous Brickdown,Eidos Interactive,2007,0.01
NES Open Tournament Golf,Nintendo,1991,1
NES Remix,Nintendo,2014,0.30000000000000004
Net High,Marvelous Games,2015,0.02
Netsu Chu! Pro Yakyuu 2002,Namco Bandai Games,2002,0.25
Netsu Chu! Pro Yakyuu 2003,Namco Bandai Games,2003,0.28
Nettou! Powerful Koushien,Konami Digital Entertainment,2010,0.03
NeverDead,Konami Digital Entertainment,2012,0.23
Neverland Card Battles,Idea Factory,2008,0.05
Neverwinter Nights,Atari,2002,0.04
Neverwinter Nights 2,Atari,2006,0.02
Neverwinter Nights 2: Mask of the Betrayer,Atari,2007,0.01
Neverwinter Nights Diamond,Atari,2004,0.02
NEVES,Ignition Entertainment,2007,0.01
New Atelier Rorona: Hajimari no Monogatari,Tecmo Koei,2015,0.02
New Carnival Games,Take-Two Interactive,2010,0.84
New International Track & Field,Konami Digital Entertainment,2008,0.08
New Interpretation Stranger of Sword City,Experience Inc.,2016,0.01
New Legends,THQ,2002,0.09000000000000001
New Love Plus,Konami Digital Entertainment,2012,0.19
New Play Control! Donkey Kong Jungle Beat,Nintendo,2008,0.6000000000000001
New Play Control! Mario Power Tennis,Nintendo,2009,1.48
New Play Control! Pikmin,Nintendo,2008,0.66
New Play Control! Pikmin 2,Nintendo,2009,0.6000000000000001
New Prince of Tennis: Go to the Top,FuRyu,2015,0.05
New Super Luigi U,Nintendo,2013,2.2300000000000004
New Super Mario Bros.,Nintendo,2006,30.009999999999998
New Super Mario Bros. 2,Nintendo,2012,9.830000000000002
New Super Mario Bros. U,Nintendo,2012,5.2
New Super Mario Bros. Wii,Nintendo,2009,28.61
New Tokyo Legacy: Operation Babel,5pb,2015,0.03
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Black Bean Games,2010,0.15
Next Generation of Chaos,Idea Factory,2002,0.05
NFL 2K,Sega,1999,1.1900000000000002
NFL 2K1,Sega,2000,1.09
NFL 2K2,Sega,2001,0.89
NFL 2K2,Sega,2002,0.18
NFL 2K3,Atari,2002,1.32
NFL 2K3,Sega,2002,0.73
NFL Blitz,Midway Games,1998,2.5700000000000003
NFL Blitz 2000,Midway Games,1998,1.08
NFL Blitz 2000,Midway Games,1999,0.5700000000000001
NFL Blitz 2001,Midway Games,2000,1
NFL Blitz 20-02,Midway Games,2002,0.47000000000000003
NFL Blitz 20-03,Midway Games,2002,0.73
NFL Blitz Pro,Midway Games,2003,0.30000000000000004
NFL Fever 2002,Microsoft Game Studios,2000,0.99
NFL Fever 2003,Microsoft Game Studios,2002,0.61
NFL Fever 2004,Microsoft Game Studios,2003,0.32
NFL GameDay,Sony Computer Entertainment,1995,0.85
NFL GameDay 2000,989 Studios,1999,1.8
NFL GameDay 2001,Sony Computer Entertainment,2000,1.3800000000000001
NFL GameDay 2002,Sony Computer Entertainment,2001,0.8000000000000002
NFL GameDay 2004,Sony Computer Entertainment,2003,0.41
NFL GameDay '97,Sony Computer Entertainment,1996,0.87
NFL GameDay 98,Sony Computer Entertainment,1997,1.6800000000000002
NFL GameDay 99,989 Studios,1998,1.53
NFL Head Coach,Electronic Arts,2006,0.5700000000000001
NFL Head Coach 09,Electronic Arts,2008,0.26
NFL QB Club 2001,Acclaim Entertainment,2000,0.12
NFL Quarterback Club 2000,Acclaim Entertainment,1999,0.4
NFL Quarterback Club 2002,Acclaim Entertainment,2001,0.27
NFL Quarterback Club 97,Acclaim Entertainment,1996,0.21
NFL Quarterback Club 98,Acclaim Entertainment,1997,1.07
NFL Quarterback Club 99,Acclaim Entertainment,1998,0.61
NFL Street,Electronic Arts,2004,2.43
NFL Street 2,Electronic Arts,2004,2.31
NFL Street 2 Unleashed,Electronic Arts,2005,0.37
NFL Street 3,Electronic Arts,2006,0.26
NFL Tour,Electronic Arts,2008,0.22
NFL Xtreme,Sony Computer Entertainment,1998,0.69
NFL Xtreme 2,989 Studios,1999,0.48
NHL 06,Electronic Arts,2005,0.91
NHL 07,Electronic Arts,2006,0.99
NHL 08,Electronic Arts,2007,0.5
NHL 09,Electronic Arts,2008,1.01
NHL 10,Electronic Arts,2009,1.24
NHL 11,Electronic Arts,2010,1.33
NHL 12,Electronic Arts,2011,1.29
NHL 13,Electronic Arts,2012,1.32
NHL 14,Electronic Arts,2013,1.1
NHL 15,Electronic Arts,2014,1.8199999999999998
NHL 16,Electronic Arts,2015,1.1400000000000001
NHL 17,Electronic Arts,2016,0.37
NHL 2000,Electronic Arts,1998,0.87
NHL 2001,Electronic Arts,2000,1.5899999999999999
NHL 2002,Electronic Arts,2001,1.47
NHL 2002,Electronic Arts,2002,0.12
NHL 2003,Electronic Arts,2002,1.27
NHL 2004,Electronic Arts,2003,1.2400000000000002
NHL 2005,Electronic Arts,2004,0.6699999999999999
NHL 2K10,Take-Two Interactive,2009,1.02
NHL 2K11,Take-Two Interactive,2010,0.27999999999999997
NHL 2K3,Sega,2002,0.33
NHL 2K6,Take-Two Interactive,2005,0.7400000000000001
NHL 2K7,Take-Two Interactive,2006,0.21000000000000002
NHL 2K8,Take-Two Interactive,2007,0.22999999999999998
NHL 2K9,Take-Two Interactive,2008,0.51
NHL 97,Electronic Arts,1996,0.47
NHL 98,Electronic Arts,1997,0.9199999999999999
NHL 99,Electronic Arts,1997,1.06
NHL 99,Electronic Arts,1998,0.39
NHL Blades of Steel 2000,Konami Digital Entertainment,1999,0.03
NHL Blades of Steel '99,Konami Digital Entertainment,1999,0.05
NHL Breakaway 98,Acclaim Entertainment,1996,0.14
NHL Breakaway 98,Acclaim Entertainment,1998,0.32
NHL Breakaway 99,Acclaim Entertainment,1998,0.08
NHL Championship 2000,Fox Interactive,1998,0.21
NHL FaceOff,Sony Computer Entertainment,1994,0.45
NHL FaceOff 2000,Sony Computer Entertainment,1998,0.31
NHL FaceOff 2001,Sony Computer Entertainment,2000,0.24
NHL FaceOff 2001,Sony Computer Entertainment,2001,0.19
NHL FaceOff 2003,Sony Computer Entertainment,2002,0.23
NHL FaceOff '97,Sony Computer Entertainment,1996,0.46
NHL FaceOff 98,Sony Computer Entertainment,1997,0.5
NHL FaceOff 99,989 Studios,1997,0.43
NHL Hitz 20-02,Midway Games,2001,1.05
NHL Hitz 20-03,Midway Games,2002,0.47000000000000003
NHL Hitz Pro,Midway Games,2003,0.24
NHL Legacy,Electronic Arts,2015,0.1
NHL Open Ice,Midway Games,1996,0.07
NHL Powerplay '96,Virgin Interactive,1996,0.11
NHL Powerplay 98,Virgin Interactive,1997,0.05
NHL Rivals 2004,Microsoft Game Studios,2003,0.1
NHL Rock the Rink,Electronic Arts,1999,0.26
NHRA Championship Drag Racing,ValuSoft,2005,0.24
NHRA Drag Racing: Countdown to the Championship,THQ,2007,0.06
"Ni Hao, Kai-lan: New Year's Celebration",Take-Two Interactive,2009,0.2
"Ni Hao, Kai-lan: Super Game Day",Take-Two Interactive,2009,0.27
Ni no Kuni: Wrath of the White Witch,Namco Bandai Games,2011,1.5499999999999998
Nichibeikan Pro Yakyuu: Final League,SquareSoft,2002,0.07
Nichibutsu Arcade Classics,Nichibutsu,1995,0.28
Nickelodeon Dance,Take-Two Interactive,2011,0.37000000000000005
Nickelodeon Fit,Take-Two Interactive,2010,0.93
Nickelodeon Party Blast,Atari,2002,0.25
Nickelodeon Party Blast,Infogrames,2002,0.22
Nickelodeon Team Umizoomi,Take-Two Interactive,2011,0.48
Nicktoons Collection: Game Boy Advance Video Volume 1,N/A,2004,0.64
Nicktoons Collection: Game Boy Advance Video Volume 2,N/A,2004,0.22
Nicktoons Collection: Game Boy Advance Video Volume 3,N/A,2005,0.02
Nicktoons: Attack of the Toybots,THQ,2007,0.96
Nicktoons: Battle for Volcano Island,THQ,2006,0.30000000000000004
Nicktoons: Freeze Frame Frenzy,THQ,2004,0.41
Nicktoons: MLB,Take-Two Interactive,2011,0.4
Nicktoons: Movin',THQ,2004,0.32
NickToons: Racing,Hasbro Interactive,2001,0.15999999999999998
NickToons: Racing,Infogrames,2002,0.26
Nicktoons: Unite!,THQ,2005,0.76
Nicktoons: Unite!,THQ,2006,0.11
Nicola Kanshuu: Model * Oshare Audition,Alchemist,2010,0.06
Nicola Kanshuu: Model * Oshare Audition 2,Alchemist,2011,0.06
Nicola Kanshuu: Model Oshare * Audition Platina,Alchemist,2012,0.08
NieR,Square Enix,2010,0.93
Night at the Museum: Battle of the Smithsonian,Majesco Entertainment,2009,0.78
Night Head: The Labyrinth,Fuji,1995,0.03
Night Warriors: Darkstalkers' Revenge,Virgin Interactive,1995,0.34
Night Wizard the Video Game: Denial of the World,5pb,2008,0.02
NightCaster,Microsoft Game Studios,2002,0.13
NightCaster II: Equinox,Jaleco,2002,0.04
Nightmare Creatures,Activision,1996,0.26
Nightmare Creatures,Sony Computer Entertainment,1997,0.63
Nightmare Creatures II,Konami Digital Entertainment,2000,0.15999999999999998
NiGHTS into dreams...,Sega,1996,0.43
NiGHTS into dreams...,Sega,2008,0.01
Nights of Azure,Tecmo Koei,2015,0.06
NiGHTS: Journey of Dreams,Sega,2007,0.43000000000000005
Nightshade,Sega,2003,0.10999999999999999
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,Sonnet,1996,0.02
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,Nintendo,2009,0.1
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,Success,2005,0.04
Nike+ Kinect Training,Microsoft Game Studios,2012,0.04
Niko Puchi Girls Runway,Happinet,2015,0.02
Nikoli's Pencil Puzzle,Hudson Soft,2011,0.09
Nil Admirari no Tenbin: Teito Genwaku Toukidan,Idea Factory,2016,0.02
Ninja Assault,Namco Bandai Games,2002,0.1
Ninja Blade,Microsoft Game Studios,2009,0.33
Ninja Gaiden,Microsoft Game Studios,2004,1.23
Ninja Gaiden 3,Nintendo,2012,0.2
Ninja Gaiden 3,Tecmo Koei,2012,0.7100000000000001
Ninja Gaiden Black,Microsoft Game Studios,2005,0.09000000000000001
Ninja Gaiden II,Tecmo Koei,2008,1.02
Ninja Gaiden Sigma,Eidos Interactive,2007,1.15
Ninja Gaiden Sigma,Tecmo Koei,2012,0.27
Ninja Gaiden Sigma 2,Tecmo Koei,2013,0.01
Ninja Gaiden Sigma 2,Ubisoft Annecy,2009,0.86
Ninja Gaiden: Dragon Sword,Tecmo Koei,2008,0.23
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Hudson Soft,1986,1.5
Ninja Reflex,Electronic Arts,2008,0.23
Ninja Warriors,Titus,1993,0.07
Ninja: Shadow of Darkness,Eidos Interactive,1998,0.37
Ninjabread Man,Popcorn Arcade,2007,0.08
Ninjatown,SouthPeak Games,2008,0.13
Ninokuni: Shikkoku no Madoushi,Level 5,2010,0.54
Nintendo Land,Nintendo,2012,4.45
Nintendo Presents: Crossword Collection,Nintendo,2009,0.22999999999999998
Nintendo Presents: New Style Boutique 2 - Fashion Forward,Nintendo,2015,0.68
Nintendo World Cup,Nintendo,1990,1.4800000000000002
Nintendogs,Nintendo,2005,24.75
Nintendogs + cats,Nintendo,2011,3.81
Nintendogs and Cats Golden Retriever and New Friends,Nintendo,2011,0.01
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,Sega,1998,0.12
Nippon no Asoko de,Sony Computer Entertainment,2008,0.03
Nisekoi: Yomeiri!?,Konami Digital Entertainment,2014,0.03
Nisenochigiri,Idea Factory,2010,0.02
Nisenochigiri: Omoide no Saki e,Idea Factory,2011,0.03
Nishijin Pachinko Monogatari 2,KSS,1996,0.03
Nitrobike,Ubisoft,2008,0.13
Nitroplus Blasterz: Heroines Infinite Duel,Marvelous Interactive,2015,0.03
Nitroplus Blasterz: Heroines Infinite Duel,Nitroplus,2015,0.01
No Fate! Only the Power of Will,Alchemist,2010,0.01
No Fear Downhill Mountain Biking,Codemasters,1998,0.13
No Man's Sky,Hello Games,2016,1.6
No More Heroes,Rising Star Games,2007,0.56
No More Heroes 2: Desperate Struggle,Rising Star Games,2010,0.39999999999999997
No More Heroes: Heroes' Paradise,Konami Digital Entertainment,2010,0.2
No More Heroes: Heroes' Paradise,Marvelous Interactive,2010,0.02
No More Heroes: Red Zone,Marvelous Interactive,2011,0.09
No One Can Stop Mr. Domino!,JVC,1998,0.07
No Rules: Get Phat,TDK Mediactive,2001,0.04
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,Konami Digital Entertainment,1999,0.32
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,Konami Digital Entertainment,2000,0.15000000000000002
NOÃ«L: La Neige,Pioneer LDC,1998,0.07
NOÃ«L: NOT DiGITAL,Pioneer LDC,1996,0.21000000000000002
Nobunaga no Yabou DS,Tecmo Koei,2006,0.01
Nobunaga no Yabou DS 2,Tecmo Koei,2008,0.03
Nobunaga no Yabou Online: Houou no Shou,Ackkstudios,2012,0.01
Nobunaga no Yabou: Haouden,Tecmo Koei,1993,0.62
Nobunaga no Yabou: Kakushin with Power-Up Kit,Tecmo Koei,2008,0.03
Nobunaga no Yabou: Ranseiki,Tecmo Koei,2002,0.13
Nobunaga no Yabou: Reppuuden,Tecmo Koei,1999,0.2
Nobunaga no Yabou: Soutensoku with Power-Up Kit,Tecmo Koei,2011,0.02
Nobunaga no Yabou: Souzou,Tecmo Koei,2013,0.19
Nobunaga no Yabou: Souzou,Tecmo Koei,2014,0.06
Nobunaga no Yabou: Tendou,Tecmo Koei,2010,0.13
Nobunaga no Yabou: Tendou with Power-Up Kit,Tecmo Koei,2011,0.07
Nobunaga no Yabou: Tenshoki,Tecmo Koei,1995,0.11
Nobunaga no Yabou: Tenshoki,Tecmo Koei,1996,0.17
Nobunaga's Ambition (3DS),Tecmo Koei,2013,0.04
Nobunaga's Ambition II,Tecmo Koei,2015,0.04
Nobunaga's Ambition: Iron Triangle,Tecmo Koei,2006,0.08
Nobunaga's Ambition: Rise to Power,Tecmo Koei,2004,0.08
Nobunaga's Ambition: Sphere of Influence,Tecmo Koei,2014,0.09
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,Tecmo Koei,2016,0.11000000000000001
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,Tecmo Koei,2015,0.02
Nodame Cantabile,Banpresto,2007,0.01
Nodame Cantabile,Namco Bandai Games,2007,0.1
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Namco Bandai Games,2010,0.02
Noddy in Toyland,GSP,2011,0.060000000000000005
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",ASCII Media Works,2008,0.02
Nonomura Byoin no Hitobito,Elf,1996,0.36
Nora to Koku no Koubou: Kiri no Mori no Majo,Atlus,2011,0.05
Norn + Nonette: Last Era,Idea Factory,2015,0.01
Norn9: Norn + Nonette,Idea Factory,2013,0.04
Norse by Norsewest: The Return of the Lost Vikings,Interplay,1997,0.07
North American Hunting Extravaganza,Zushi Games,2008,0.36
North American Hunting Extravaganza 2,Unknown,2010,0.03
Nostalgia,Tecmo Koei,2008,0.19
Nounai Aeshe: IQ Suppli DS,Spike,2006,0.3
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,Spike,2007,0.05
Nova Usagi no Game de Ryuugaku!? DS,Konami Digital Entertainment,2007,0.01
Novastorm,Psygnosis,1995,0.04
Now! That's What I Call Music: Dance & Sing,Unknown,2011,0.22
NPPL: Championship Paintball 2009,Activision Value,2008,0.66
NTRA Breeders' Cup World Thoroughbred Championships,Bethesda Softworks,2005,0.19
Nuclear Strike,Electronic Arts,1997,1.1900000000000002
Nuclear Strike 64,THQ,1999,0.11
Nurarihyon no Mago: Hyakki Ryouran Taisen,Konami Digital Entertainment,2011,0.02
Nyaruko-San: Nafushigatai Game no You na Mono,5pb,2013,0.01
O.D.T.: Escape... Or Die Trying,Psygnosis,1997,0.13
O.M.G. 26 - Our Mini Games,505 Games,2007,0.02
Obscure,MC2 Entertainment,2004,0.04
Obscure,Microids,2004,0.07
Obscure: The Aftermath,Playlogic Game Factory,2008,0.13
Obscure: The Aftermath,Playlogic Game Factory,2009,0.1
Ocean Commander,Valcon Games,2009,0.02
Ochaken no Heya DS,MTO,2006,0.12
Ochaken no Heya DS 2,MTO,2007,0.09
Octomania,Midas Interactive Entertainment,2007,0.06
Odama,Nintendo,2006,0.11000000000000001
Oddworld: Abe's Exoddus,GT Interactive,1998,0.99
Oddworld: Abe's Oddysee,GT Interactive,1997,1.25
Oddworld: Munch's Oddysee,Atari,2001,0.73
Oddworld: Munch's Oddysee,THQ,2003,0.06
Oddworld: Stranger's Wrath,Electronic Arts,2005,0.26
Odin Sphere,Square Enix,2007,0.56
Odin Sphere: Leifthrasir,Nippon Ichi Software,2016,0.4
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,Namco Bandai Games,2010,0.05
Off Road Challenge,GT Interactive,1998,0.33
Off-Road Drive,1C Company,2011,0.04
Off-World Interceptor Extreme,Crystal Dynamics,1995,0.15999999999999998
Ogre Battle 64: Person of Lordly Caliber,Nintendo,1999,0.41
Ogre Battle Saga Episode Five: The March of the Black Queen,ArtDink,1996,0.2
Ogre Battle Series: Tactics Ogre,Atlus,1997,0.08
Oil Rush,Iceberg Interactive,2012,0.02
Ojyousama Express,Media Works,1998,0.09
OK! Puzzle Stars,Ubisoft,2010,0.06999999999999999
Okaeri! Chibi-Robo! Happy Richie Oosouji,Nintendo,2009,0.14
Okage: Shadow King,Sony Computer Entertainment,2001,0.37000000000000005
Okami,Capcom,2006,0.6300000000000001
Okami,Capcom,2008,0.6400000000000001
Okami,Capcom,2012,0.14
OkamiDen,Capcom,2010,0.48
Okashi na Shima no Peter Pan: Sweet Never Land,Quinrose,2011,0.02
Olympic Hockey 98,GT Interactive,1998,0.060000000000000005
Olympic Soccer: Atlanta 1996,U.S. Gold,1996,0.05
Olympic Summer Games: Atlanta 1996,U.S. Gold,1996,0.11
Omega Boost,Sony Computer Entertainment,1999,0.51
Omega Labyrinth,D3Publisher,2015,0.05
Omega Quintet,Compile Heart,2014,0.02
Omerta: City of Gangsters,Konami Digital Entertainment,2011,1.8599999999999999
One Piece Mansion,Capcom,2001,0.02
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Namco Bandai Games,2008,0.27
One Piece Unlimited Cruise 2: Awakening of a Hero,Namco Bandai Games,2009,0.29000000000000004
One Piece Unlimited Cruise SP,Namco Bandai Games,2011,0.3
One Piece: Burning Blood,Namco Bandai Games,2016,0.44000000000000006
One Piece: Daikaizoku Coliseum,Namco Bandai Games,2016,0.01
One Piece: Gear Spirit,Namco Bandai Games,2007,0.08
One Piece: Gigant Battle 2 Shin Sekai,Namco Bandai Games,2011,0.35
One Piece: Gigant Battle!,Namco Bandai Games,2010,0.36
One Piece: Grand Battle!,Atari,2001,0.49
One Piece: Pirate Warriors,Namco Bandai Games,2012,1.2
One Piece: Pirate Warriors 2,Namco Bandai Games,2013,0.8099999999999999
One Piece: Pirate Warriors 3,Namco Bandai Games,2015,0.96
One Piece: Romance Dawn - Bouken no Yoake,Namco Bandai Games,2012,0.32
One Piece: Romance Dawn - Bouken no Yoake,Namco Bandai Games,2013,0.08
One Piece: Super Grand Battle! X,Namco Bandai Games,2014,0.12
One Piece: Unlimited Adventure,Namco Bandai Games,2007,0.19
One Piece: Unlimited World Red,Namco Bandai Games,2013,0.38
One Piece: Unlimited World Red,Namco Bandai Games,2014,0.55
Onechanbara Special,D3Publisher,2011,0.02
Onechanbara Z Kagura,D3Publisher,2012,0.03
Onechanbara Z Kagura,D3Publisher,2013,0.03
Onechanbara Z2: Chaos,Nippon Ichi Software,2014,0.23
Onechanbara: Bikini Samurai Squad,D3Publisher,2006,0.13
Onechanbara: Bikini Zombie Slayers,D3Publisher,2008,0.12
Oni,Take-Two Interactive,2001,0.53
Onigokko! Portable,Alchemist,2013,0.01
Onimusha 2: Samurai's Destiny,Capcom,2002,2.25
Onimusha 3: Demon Siege,Capcom,2004,1.45
Onimusha Essentials,Capcom,2008,0.14
Onimusha Tactics,Capcom,2003,0.08
Onimusha: Blade Warriors,Capcom,2003,0.13
Onimusha: Dawn of Dreams,Capcom,2006,0.6500000000000001
Onimusha: Warlords,Virgin Interactive,2001,2.7
Online Chess Kingdoms,Konami Digital Entertainment,2006,0.01
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,D3Publisher,2012,0.03
Onsei Kanjou Sokuteiki: Kokoro Scan,Sega,2007,0.04
Ontamarama,Atlus,2007,0.05
Ookami Kakushi,Konami Digital Entertainment,2009,0.04
Ookami to Koushinryou: Boku to Horo no Ichinen,ASCII Media Works,2008,0.04
Ookami to Koushinryou: Omiowataru Kaze,ASCII Media Works,2009,0.02
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,Marvelous Interactive,2007,0.03
Open Season,Ubisoft,2006,0.5700000000000001
Operation Abyss: New Tokyo Legacy,Nippon Ichi Software,2014,0.13
Operation Armored Liberty,Majesco Entertainment,2003,0.26
Operation Darkness,Success,2007,0.07
Operation Flashpoint: Dragon Rising,Codemasters,2009,1.8900000000000001
Operation Flashpoint: Elite,Codemasters,2005,0.04
Operation Flashpoint: Red River,Codemasters,2011,0.68
Operation: Vietnam,Majesco Entertainment,2007,0.06
Opoona,Tecmo Koei,2007,0.1
Option Tuning Car Battle,MTO,1998,0.09999999999999999
Orcs & Elves,Electronic Arts,2007,0.06999999999999999
Order of War,Square Enix,2009,0.01
Order Up!,Zoo Digital Publishing,2008,0.22
Order Up!!,Funbox Media,2011,0.07
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,Namco Bandai Games,2013,0.04
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,Banpresto,2011,0.15
Ore no Shikabane o Koete Yuke,Sony Computer Entertainment,2011,0.2
Ore no Yome: Anata Dake no Hanayome,Idea Factory,2010,0.02
Ore wa Shoujo Mangaka,Giza10,2012,0.02
Orega Kantoku Da! Gekitou Pennant Race,Enix Corporation,2000,0.08
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,Namco Bandai Games,2011,0.05
Oreshika: Tainted Bloodlines,Sony Computer Entertainment,2014,0.15
Original Frisbee Disc Sports: Ultimate & Golf,"Destination Software, Inc",2007,0.01
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,Hudson Soft,2011,0.03
Orphen: Scion of Sorcery,Activision,2000,0.31
Oshare Majo Love and Berry: DS Collection,Sega,2006,1.01
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,Sega,2008,0.02
Osu! Tatakae! Ouendan,Nintendo,2005,0.06
Otogi 2: Immortal Warriors,Sega,2003,0.05
Otogi: Myth of Demons,Sega,2002,0.13
Otogirisou,ChunSoft,1992,0.16
Otoko Yukaku,D3Publisher,2015,0.02
Otome wa Oanesama Boku ni Koi Shiteru Portable,Alchemist,2010,0.02
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,Alchemist,2011,0.03
Otomedius Gorgeous,Konami Digital Entertainment,2008,0.03
Otometeki Koi Kakumei * Love Revo,Interchannel,2006,0.03
Otometeki Koi Kakumei * Love Revo! Portable,Idea Factory,2010,0.02
Otometeki Koi Kakumei * Love Revo!! DS,GungHo,2008,0.02
Otona no Renai Shousetsu: Harlequin Selection,Nintendo,2010,0.02
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,Konami Digital Entertainment,2012,0.04
Ouchi Mainichi Tamagotchi,Namco Bandai Games,2012,0.09
Ouka Sengoku Portable,Alchemist,2012,0.01
Oumagatoki: Kaidan Romance,Quinrose,2012,0.03
Our House,Majesco Entertainment,2009,0.16
Ouran Koukou Host Bu,Idea Factory,2007,0.02
Outdoors Unleashed: Africa 3D,Mastiff,2011,0.01
Outdoors Unleashed: Alaska 3D,Mastiff,2011,0.01
Outlaw Golf,TDK Mediactive,2002,0.37
Outlaw Golf 2,Global Star,2004,0.56
Outlaw Golf: Nine Holes of Christmas,Simon & Schuster Interactive,2002,0.1
Outlaw Tennis,Global Star,2005,0.12
Outlaw Volleyball,TDK Mediactive,2003,0.26
Outlaw Volleyball Remixed,Global Star,2004,0.03
OutRun 2,Sega,2004,0.15
OutRun 2006: Coast 2 Coast,Sega,2006,0.09
Over G Fighters,Ubisoft,2006,0.22
Over the Hedge,Activision,2006,1.52
Over the Hedge: Hammy Goes Nuts!,Activision,2006,0.18
OverBlood,Electronic Arts,1996,0.32
OverBlood 2,Evolution Games,1998,0.06
Overlord,Codemasters,2007,0.43000000000000005
Overlord II,Codemasters,2009,0.6799999999999999
Overlord: Dark Legend,Codemasters,2009,0.37999999999999995
Overlord: Minions,Codemasters,2009,0.08
Overlord: Raising Hell,Codemasters,2008,0.13
Overwatch,Activision,2016,3.0100000000000002
Oyaku de Asoberu DS Ehon: Ukkari Penelope,Tecmo Koei,2008,0.02
OZMAFIA!! -vivace-,dramatic create,2015,0.03
Ozzy & Drix,Midway Games,2003,0.01
P.N.03 - Product Number Three,Capcom,2003,0.08
P.T.O. IV: Pacific Theater of Operations,Tecmo Koei,2002,0.08
